เขต,ชื่อจังหวัด,รหัสหน่วยงาน,ชื่อหน่วยงาน,ประเภทหน่วยงาน,ประเภทServicePlan,จํานวนเตียงจริง,จํานวนเตียงICUทั่วไป,จํานวนเตียงNICU,จํานวนเตียงCCU,จํานวนเตียงICUแผนกโรคอื่นๆ,รวมจํานวนเตียงICUทั้งหมด,จํานวนห้องผ่าตัด,CMI_2561,IP_2561,วันนอนผู้ป่วยใน2561,TotalAdjRW2561,OP_Visit_2561,F19,F20,F21
5,นครปฐม,11298,โรงพยาบาลนครชัยศรี,โรงพยาบาลชุมชน,F2,50,20,0,0,0,20,1,0.5821,4521,13791,2632,163031,NULL,NULL,NULL
5,นครปฐม,11303,โรงพยาบาลพุทธมณฑล,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5324,2732,7545,1455,163525,NULL,NULL,NULL
5,นครปฐม,13819,โรงพยาบาลหลวงพ่อเปิ่น,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.7666,1147,6712,879,116540,NULL,NULL,NULL
5,นครปฐม,11299,โรงพยาบาลห้วยพลู,โรงพยาบาลชุมชน,F2,58,0,0,0,0,0,1,0.5729,4288,13410,2456,195590,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,10737,โรงพยาบาลประจวบคีรีขันธ์,โรงพยาบาลทั่วไป,S,278,17,8,0,0,25,5,1.5053,15481,83084,23303,353652,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11320,โรงพยาบาลหัวหิน,โรงพยาบาลทั่วไป,S,340,17,8,0,0,25,14,1.5996,20583,127850,32925,486444,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11317,โรงพยาบาลบางสะพาน,โรงพยาบาลชุมชน,M2,150,6,4,0,0,10,3,0.845,12962,51615,10953,221739,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11315,โรงพยาบาลกุยบุรี,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,0,0.6512,2336,8008,1521,113726,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11316,โรงพยาบาลทับสะแก,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6921,5072,17484,3510,122936,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11318,โรงพยาบาลบางสะพานน้อย,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,1,0.5967,3236,10792,1931,74629,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11319,โรงพยาบาลปราณบุรี,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,2,0.6683,4152,13203,2775,158154,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,11321,โรงพยาบาลสามร้อยยอด,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.7366,4739,16435,3491,171737,NULL,NULL,NULL
5,เพชรบุรี,10736,โรงพยาบาลพระจอมเกล้า,โรงพยาบาลทั่วไป,S,489,26,10,0,0,36,8,1.2803,31595,153712,40452,512291,NULL,NULL,NULL
5,เพชรบุรี,11310,โรงพยาบาลชะอํา,โรงพยาบาลชุมชน,M2,84,2,2,0,0,4,1,0.6156,7866,22796,4842,222076,NULL,NULL,NULL
5,เพชรบุรี,11311,โรงพยาบาลท่ายาง,โรงพยาบาลชุมชน,F1,74,0,0,0,0,0,1,0.6191,5905,15470,3656,273616,NULL,NULL,NULL
5,เพชรบุรี,11314,โรงพยาบาลแก่งกระจาน,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5683,2399,6409,1363,76446,NULL,NULL,NULL
5,เพชรบุรี,11308,โรงพยาบาลเขาย้อย,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.6061,2735,7834,1658,120252,NULL,NULL,NULL
5,เพชรบุรี,11312,โรงพยาบาลบ้านลาด,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5584,2378,6778,1328,141323,NULL,NULL,NULL
5,เพชรบุรี,11313,โรงพยาบาลบ้านแหลม,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5689,1841,5683,1047,109949,NULL,NULL,NULL
5,เพชรบุรี,11309,โรงพยาบาลหนองหญ้าปล้อง,โรงพยาบาลชุมชน,F2,28,0,0,0,0,0,1,0.5542,1984,5965,1100,53873,NULL,NULL,NULL
5,ราชบุรี,10677,โรงพยาบาลราชบุรี,โรงพยาบาลศูนย์,A,855,42,8,0,0,50,15,1.8232,44867,254044,81803,1074840,NULL,NULL,NULL
5,ราชบุรี,10729,โรงพยาบาลบ้านโป่ง,โรงพยาบาลทั่วไป,S,350,20,8,0,0,28,6,1.1132,18587,79032,20691,420598,NULL,NULL,NULL
5,ราชบุรี,10728,โรงพยาบาลดําเนินสะดวก,โรงพยาบาลทั่วไป,M1,272,8,3,2,0,13,6,1.0687,13203,69151,14110,272057,NULL,NULL,NULL
5,ราชบุรี,10730,โรงพยาบาลโพธาราม,โรงพยาบาลทั่วไป,M1,340,12,5,0,0,17,6,1.1643,15384,88674,17911,370467,NULL,NULL,NULL
5,ราชบุรี,11458,โรงพยาบาลสมเด็จพระยุพราชจอมบึง,โรงพยาบาลชุมชน,F1,60,0,0,0,0,0,2,0.757,5433,20003,4113,180689,NULL,NULL,NULL
5,ราชบุรี,11275,โรงพยาบาลเจ็ดเสมียน,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,0,0.6175,1384,4704,855,70892,NULL,NULL,NULL
5,ราชบุรี,11274,โรงพยาบาลบางแพ,โรงพยาบาลชุมชน,F2,48,0,0,0,0,0,0,0.5996,2184,6673,1310,106939,NULL,NULL,NULL
5,ราชบุรี,11276,โรงพยาบาลปากท่อ,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,0,0.5855,5706,16131,3341,140907,NULL,NULL,NULL
5,ราชบุรี,11277,โรงพยาบาลวัดเพลง,โรงพยาบาลชุมชน,F2,38,0,0,0,0,0,1,0.601,1598,4787,960,72277,NULL,NULL,NULL
5,ราชบุรี,11273,โรงพยาบาลสวนผึ้ง,โรงพยาบาลชุมชน,F2,60,5,0,0,0,5,0,0.5447,4402,16389,2398,110041,NULL,NULL,NULL
5,ราชบุรี,28858,โรงพยาบาลบ้านคา,โรงพยาบาลชุมชน,F3,30,0,0,0,0,0,1,0.6516,1023,3896,667,56265,NULL,NULL,NULL
5,สมุทรสงคราม,10735,โรงพยาบาลสมเด็จพระพุทธเลิศหล้า,โรงพยาบาลทั่วไป,S,311,16,2,0,0,18,6,1.1089,19458,99965,21576,386095,NULL,NULL,NULL
5,สมุทรสงคราม,11306,โรงพยาบาลนภาลัย,โรงพยาบาลชุมชน,F1,90,5,0,0,0,5,2,0.7794,3645,16948,2841,113415,NULL,NULL,NULL
5,สมุทรสงคราม,11307,โรงพยาบาลอัมพวา,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,1,0.6907,378,2061,261,93093,NULL,NULL,NULL
5,สมุทรสาคร,10734,โรงพยาบาลสมุทรสาคร,โรงพยาบาลศูนย์,A,602,29,10,0,0,39,10,1.1987,46333,206676,55539,1057329,NULL,NULL,NULL
5,สมุทรสาคร,11304,โรงพยาบาลกระทุ่มแบน,โรงพยาบาลทั่วไป,M1,309,15,6,0,0,21,8,1.2091,18722,97462,22638,522647,NULL,NULL,NULL
5,สุพรรณบุรี,10678,โรงพยาบาลเจ้าพระยายมราช,โรงพยาบาลศูนย์,A,680,68,8,0,0,76,11,1.6011,42177,218775,67529,810624,NULL,NULL,NULL
5,สุพรรณบุรี,10733,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17,โรงพยาบาลทั่วไป,M1,262,16,5,0,0,21,5,1.0907,16778,82209,18299,336276,NULL,NULL,NULL
5,สุพรรณบุรี,11295,โรงพยาบาลอู่ทอง,โรงพยาบาลชุมชน,M2,144,6,0,0,0,6,3,0.9537,9509,41898,9069,252885,NULL,NULL,NULL
5,สุพรรณบุรี,11290,โรงพยาบาลด่านช้าง,โรงพยาบาลชุมชน,F1,106,0,0,0,0,0,3,0.7999,6505,27388,5203,176931,NULL,NULL,NULL
5,สุพรรณบุรี,11293,โรงพยาบาลดอนเจดีย์,โรงพยาบาลชุมชน,F2,68,0,0,0,0,0,2,0.6518,4838,14723,3154,141829,NULL,NULL,NULL
5,สุพรรณบุรี,11289,โรงพยาบาลเดิมบางนางบวช,โรงพยาบาลชุมชน,F2,120,0,0,0,0,0,3,0.9837,6800,30286,6689,202455,NULL,NULL,NULL
5,สุพรรณบุรี,11291,โรงพยาบาลบางปลาม้า,โรงพยาบาลชุมชน,F2,62,0,0,0,0,0,1,0.6678,4842,18885,3233,150823,NULL,NULL,NULL
5,สุพรรณบุรี,11292,โรงพยาบาลศรีประจันต์,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,2,0.6791,5962,20644,4049,142630,NULL,NULL,NULL
5,สุพรรณบุรี,11294,โรงพยาบาลสามชุก,โรงพยาบาลชุมชน,F2,60,4,0,0,0,4,1,0.7703,4054,13685,3123,177584,NULL,NULL,NULL
5,สุพรรณบุรี,11296,โรงพยาบาลหนองหญ้าไซ,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.7044,3557,13893,2506,103749,NULL,NULL,NULL
6,จันทบุรี,10664,โรงพยาบาลพระปกเกล้า,โรงพยาบาลศูนย์,A,755,47,8,12,0,67,15,1.7899,51651,249526,92449,667126,NULL,NULL,NULL
6,จันทบุรี,10834,โรงพยาบาลขลุง,โรงพยาบาลชุมชน,F1,34,0,0,0,0,0,1,0.6756,2988,9127,2019,111991,NULL,NULL,NULL
6,จันทบุรี,10843,โรงพยาบาลนายายอาม,โรงพยาบาลชุมชน,F1,34,0,0,0,0,0,1,0.6218,2596,7966,1614,98289,NULL,NULL,NULL
6,จันทบุรี,10839,โรงพยาบาลมะขาม,โรงพยาบาลชุมชน,F1,36,0,0,0,0,0,1,0.5879,2306,7893,1356,95622,NULL,NULL,NULL
6,จันทบุรี,10841,โรงพยาบาลสอยดาว,โรงพยาบาลชุมชน,F1,62,0,0,0,0,0,1,0.5839,4840,15719,2826,115886,NULL,NULL,NULL
6,จันทบุรี,10842,โรงพยาบาลแก่งหางแมว,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5805,2921,8754,1696,97527,NULL,NULL,NULL
6,จันทบุรี,10844,โรงพยาบาลเขาคิชฌกูฏ,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,1,0.5418,1831,6129,992,88556,NULL,NULL,NULL
6,จันทบุรี,10836,โรงพยาบาลเขาสุกิม,โรงพยาบาลชุมชน,F2,41,0,0,0,0,0,1,0.6329,2846,9230,1801,53008,NULL,NULL,NULL
6,จันทบุรี,10835,โรงพยาบาลท่าใหม่,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6475,1558,5489,1009,75584,NULL,NULL,NULL
6,จันทบุรี,10838,โรงพยาบาลโป่งน้ำร้อน,โรงพยาบาลชุมชน,F2,69,0,0,0,0,0,1,0.5976,4105,14708,2453,115540,NULL,NULL,NULL
6,จันทบุรี,10837,โรงพยาบาลสองพี่น้อง,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5486,1832,5288,1005,68080,NULL,NULL,NULL
6,จันทบุรี,10840,โรงพยาบาลแหลมสิงห์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6378,2836,7833,1809,79720,NULL,NULL,NULL
6,ฉะเชิงเทรา,10697,โรงพยาบาลพุทธโสธร,โรงพยาบาลศูนย์,A,595,31,12,0,0,43,12,1.5564,38839,214015,59856,514597,NULL,NULL,NULL
6,ฉะเชิงเทรา,10854,โรงพยาบาลพนมสารคาม,โรงพยาบาลชุมชน,M2,138,8,2,0,0,10,4,0.7608,11385,42394,8662,230582,NULL,NULL,NULL
6,ฉะเชิงเทรา,10851,โรงพยาบาลบางน้ำเปรี้ยว,โรงพยาบาลชุมชน,F1,63,0,0,0,0,0,2,0.6321,6430,21399,4064,168750,NULL,NULL,NULL
6,ฉะเชิงเทรา,10852,โรงพยาบาลบางปะกง,โรงพยาบาลชุมชน,F1,90,0,0,0,0,0,2,0.6786,7247,23790,4918,141283,NULL,NULL,NULL
6,ฉะเชิงเทรา,10855,โรงพยาบาลสนามชัยเขต,โรงพยาบาลชุมชน,F1,121,0,1,0,0,1,2,0.671,9153,35807,6139,129001,NULL,NULL,NULL
6,ฉะเชิงเทรา,10833,โรงพยาบาลท่าตะเกียบ,โรงพยาบาลชุมชน,F2,41,0,0,0,0,0,0,0.5254,3226,9039,1695,108112,NULL,NULL,NULL
6,ฉะเชิงเทรา,10850,โรงพยาบาลบางคล้า,โรงพยาบาลชุมชน,F2,50,0,0,0,0,0,1,0.6953,3596,12962,2500,143017,NULL,NULL,NULL
6,ฉะเชิงเทรา,10853,โรงพยาบาลบ้านโพธิ์,โรงพยาบาลชุมชน,F2,52,0,0,0,0,0,1,0.5711,4120,12865,2353,130474,NULL,NULL,NULL
6,ฉะเชิงเทรา,10856,โรงพยาบาลแปลงยาว,โรงพยาบาลชุมชน,F2,52,0,0,0,0,0,0,0.5949,3949,14307,2349,137044,NULL,NULL,NULL
6,ฉะเชิงเทรา,13747,โรงพยาบาลราชสาส์น,โรงพยาบาลชุมชน,F2,13,0,0,0,0,0,0,0.7241,594,2101,430,45999,NULL,NULL,NULL
6,ฉะเชิงเทรา,31327,โรงพยาบาลคลองเขื่อน,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,0.5941,578,1618,340,36531,NULL,NULL,NULL
6,ชลบุรี,10662,โรงพยาบาลชลบุรี,โรงพยาบาลศูนย์,A,748,53,16,8,0,77,21,2.0405,52466,275998,107055,924296,NULL,NULL,NULL
6,ชลบุรี,10819,โรงพยาบาลบางละมุง,โรงพยาบาลทั่วไป,S,260,3,5,0,0,8,5,0.8717,25756,93033,22452,562333,NULL,NULL,NULL
6,ชลบุรี,10817,โรงพยาบาลบ้านบึง,โรงพยาบาลชุมชน,M2,138,6,0,0,0,6,3,0.7968,13295,44653,10594,324800,NULL,NULL,NULL
6,ชลบุรี,10822,โรงพยาบาลพนัสนิคม,โรงพยาบาลชุมชน,M2,219,5,4,0,0,9,6,1.0075,14635,62756,14744,350580,NULL,NULL,NULL
6,ชลบุรี,10823,โรงพยาบาลแหลมฉบัง,โรงพยาบาลชุมชน,M2,163,0,2,0,0,2,3,0.8666,10151,38632,8797,279420,NULL,NULL,NULL
6,ชลบุรี,10821,โรงพยาบาลพานทอง,โรงพยาบาลชุมชน,F1,78,0,0,0,0,0,1,0.6712,6884,23343,4620,272039,NULL,NULL,NULL
6,ชลบุรี,10825,โรงพยาบาลสัตหีบกม.10,โรงพยาบาลชุมชน,F1,56,0,0,0,0,0,0,0.6802,3573,13223,2430,171268,NULL,NULL,NULL
6,ชลบุรี,10824,โรงพยาบาลเกาะสีชัง,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.6428,322,1442,207,33787,NULL,NULL,NULL
6,ชลบุรี,10826,โรงพยาบาลบ่อทอง,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6264,4197,15117,2629,138189,NULL,NULL,NULL
6,ชลบุรี,10820,โรงพยาบาลวัดญาณสังวราราม,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.7824,1477,6244,1156,84293,NULL,NULL,NULL
6,ชลบุรี,10818,โรงพยาบาลหนองใหญ่,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5889,2201,7848,1296,96454,NULL,NULL,NULL
6,ชลบุรี,28006,โรงพยาบาลเกาะจันทร์,โรงพยาบาลชุมชน,F3,30,0,0,0,0,0,0,0.68,1537,4762,1045,89855,NULL,NULL,NULL
6,ตราด,10696,โรงพยาบาลตราด,โรงพยาบาลทั่วไป,S,368,10,6,0,0,16,8,1.3081,21999,105435,28777,421170,NULL,NULL,NULL
6,ตราด,13816,โรงพยาบาลเกาะช้าง,โรงพยาบาลชุมชน,F2,26,0,0,0,0,0,0,0.5494,1084,2681,596,38010,NULL,NULL,NULL
6,ตราด,10846,โรงพยาบาลเขาสมิง,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,0,0.625,1687,4735,1054,91305,NULL,NULL,NULL
6,ตราด,10845,โรงพยาบาลคลองใหญ่,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,0,0.6107,1503,4558,918,108473,NULL,NULL,NULL
6,ตราด,10847,โรงพยาบาลบ่อไร่,โรงพยาบาลชุมชน,F2,37,0,0,0,0,0,0,0.6619,2806,8940,1857,92218,NULL,NULL,NULL
6,ตราด,10848,โรงพยาบาลแหลมงอบ,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.7206,1223,4560,881,90069,NULL,NULL,NULL
6,ตราด,10849,โรงพยาบาลเกาะกูด,โรงพยาบาลชุมชน,F3,7,0,0,0,0,0,0,0.4685,166,375,78,20940,NULL,NULL,NULL
6,ปราจีนบุรี,10665,โรงพยาบาลเจ้าพระยาอภัยภูเบศร,โรงพยาบาลศูนย์,A,483,12,12,8,0,32,8,1.3023,35235,151089,48373,487518,NULL,NULL,NULL
6,ปราจีนบุรี,10857,โรงพยาบาลกบินทร์บุรี,โรงพยาบาลทั่วไป,M1,250,8,3,0,0,11,4,0.9495,16057,65110,15237,329611,NULL,NULL,NULL
6,ปราจีนบุรี,10858,โรงพยาบาลนาดี,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6127,3390,11899,2055,112605,NULL,NULL,NULL
6,ปราจีนบุรี,10859,โรงพยาบาลบ้านสร้าง,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6125,1428,5154,875,82667,NULL,NULL,NULL
6,ปราจีนบุรี,10860,โรงพยาบาลประจันตคาม,โรงพยาบาลชุมชน,F2,33,0,0,0,0,0,1,0.6307,1744,5884,1098,100744,NULL,NULL,NULL
6,ปราจีนบุรี,10861,โรงพยาบาลศรีมหาโพธิ,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,0,0.5243,4177,14393,2190,168049,NULL,NULL,NULL
6,ปราจีนบุรี,10862,โรงพยาบาลศรีมโหสถ,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6343,1188,3747,754,87819,NULL,NULL,NULL
6,ระยอง,10663,โรงพยาบาลระยอง,โรงพยาบาลศูนย์,A,576,32,10,0,0,42,10,1.423,42029,213908,59806,627384,NULL,NULL,NULL
6,ระยอง,10829,โรงพยาบาลแกลง,โรงพยาบาลทั่วไป,M1,212,9,2,0,0,11,3,0.8834,14703,54013,12989,267699,NULL,NULL,NULL
6,ระยอง,10827,โรงพยาบาลเฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดา สยามบรมราชกุมารี ระยอง,โรงพยาบาลทั่วไป,M1,162,6,2,0,4,12,4,0.7495,9233,31776,6921,216239,NULL,NULL,NULL
6,ระยอง,10828,โรงพยาบาลบ้านฉาง,โรงพยาบาลชุมชน,F1,70,0,0,0,0,0,2,0.5744,5365,17414,3082,164947,NULL,NULL,NULL
6,ระยอง,22734,โรงพยาบาลเขาชะเมาเฉลิมพระเกียรติ ๘๐ พรรษา,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5409,1650,4368,893,58615,NULL,NULL,NULL
6,ระยอง,23962,โรงพยาบาลนิคมพัฒนา,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5962,1851,5256,1101,96660,NULL,NULL,NULL
6,ระยอง,10831,โรงพยาบาลบ้านค่าย,โรงพยาบาลชุมชน,F2,48,0,0,0,0,0,2,0.6077,4142,11190,2517,161245,NULL,NULL,NULL
6,ระยอง,10832,โรงพยาบาลปลวกแดง,โรงพยาบาลชุมชน,F2,73,9,0,0,0,9,0,0.6535,3814,16141,2492,185672,NULL,NULL,NULL
6,ระยอง,10830,โรงพยาบาลวังจันทร์,โรงพยาบาลชุมชน,F2,43,0,0,0,0,0,2,0.6022,2085,6702,1256,115390,NULL,NULL,NULL
6,สมุทรปราการ,10685,โรงพยาบาลสมุทรปราการ,โรงพยาบาลศูนย์,A,600,23,8,0,0,31,12,1.3583,46614,231083,63302,753996,NULL,NULL,NULL
6,สมุทรปราการ,10753,โรงพยาบาลบางพลี,โรงพยาบาลทั่วไป,M1,230,8,6,4,0,18,5,1.6185,16797,76689,27186,311772,NULL,NULL,NULL
6,สมุทรปราการ,10752,โรงพยาบาลบางบ่อ,โรงพยาบาลชุมชน,M2,120,5,0,0,0,5,3,1.0992,9268,41227,10188,237112,NULL,NULL,NULL
6,สมุทรปราการ,10754,โรงพยาบาลบางจาก,โรงพยาบาลชุมชน,F1,101,0,0,0,0,0,3,0.7327,5660,20908,4147,138209,NULL,NULL,NULL
6,สมุทรปราการ,10755,โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์,โรงพยาบาลชุมชน,F2,48,0,0,0,0,0,1,0.691,3812,15285,2633,153042,NULL,NULL,NULL
6,สมุทรปราการ,28785,โรงพยาบาลบางเสาธง,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,NULL,NULL,NULL,NULL,40748,NULL,NULL,NULL
6,สระแก้ว,10699,โรงพยาบาลสมเด็จพระยุพราชสระแก้ว,โรงพยาบาลทั่วไป,S,404,25,8,0,0,33,8,1.577,26443,145879,41701,400966,NULL,NULL,NULL
6,สระแก้ว,10870,โรงพยาบาลอรัญประเทศ,โรงพยาบาลทั่วไป,M1,156,8,0,0,0,8,4,0.85,12203,43215,10369,226341,NULL,NULL,NULL
6,สระแก้ว,13817,โรงพยาบาลเขาฉกรรจ์,โรงพยาบาลชุมชน,F2,51,0,0,0,0,0,0,0.5431,3265,11086,1772,105972,NULL,NULL,NULL
6,สระแก้ว,10866,โรงพยาบาลคลองหาด,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,0,0.6015,2396,9219,1441,89867,NULL,NULL,NULL
6,สระแก้ว,10867,โรงพยาบาลตาพระยา,โรงพยาบาลชุมชน,F2,46,0,0,0,0,0,0,0.6083,3190,10213,1940,91090,NULL,NULL,NULL
6,สระแก้ว,10868,โรงพยาบาลวังน้ำเย็น,โรงพยาบาลชุมชน,F2,84,0,0,0,0,0,2,0.6244,5038,18905,3132,148963,NULL,NULL,NULL
6,สระแก้ว,10869,โรงพยาบาลวัฒนานคร,โรงพยาบาลชุมชน,F2,77,0,0,0,0,0,1,0.73,3861,16764,2823,192096,NULL,NULL,NULL
6,สระแก้ว,28850,โรงพยาบาลโคกสูง,โรงพยาบาลชุมชน,F3,9,0,0,0,0,0,0,0.555,663,1572,368,50147,NULL,NULL,NULL
6,สระแก้ว,28849,โรงพยาบาลวังสมบูรณ์,โรงพยาบาลชุมชน,F3,23,0,0,0,0,0,0,0.623,1327,4034,827,51179,NULL,NULL,NULL
7,กาฬสินธุ์,10709,โรงพยาบาลกาฬสินธุ์,โรงพยาบาลทั่วไป,S,586,18,10,0,0,28,10,1.4122,46719,199044,65971,448829,NULL,NULL,NULL
7,กาฬสินธุ์,11081,โรงพยาบาลยางตลาด,โรงพยาบาลชุมชน,M2,120,0,0,0,0,0,2,0.7276,11078,36751,8060,196762,NULL,NULL,NULL
7,กาฬสินธุ์,11087,โรงพยาบาลสมเด็จ,โรงพยาบาลชุมชน,M2,120,0,0,0,0,0,2,0.6483,7593,25135,4923,151364,NULL,NULL,NULL
7,กาฬสินธุ์,11449,โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์,โรงพยาบาลชุมชน,M2,179,8,0,0,0,8,2,0.86,11999,47423,10730,256595,NULL,NULL,NULL
7,กาฬสินธุ์,11078,โรงพยาบาลกมลาไสย,โรงพยาบาลชุมชน,F1,124,0,0,0,0,0,2,0.6831,11167,38590,7628,194255,NULL,NULL,NULL
7,กาฬสินธุ์,11080,โรงพยาบาลเขาวง,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6085,7582,24327,4613,135592,NULL,NULL,NULL
7,กาฬสินธุ์,11084,โรงพยาบาลคําม่วง,โรงพยาบาลชุมชน,F2,71,0,0,0,0,0,1,0.5511,7175,18454,3954,121180,NULL,NULL,NULL
7,กาฬสินธุ์,11085,โรงพยาบาลท่าคันโท,โรงพยาบาลชุมชน,F2,37,0,0,0,0,0,1,0.5079,4588,10704,2330,100484,NULL,NULL,NULL
7,กาฬสินธุ์,11077,โรงพยาบาลนามน,โรงพยาบาลชุมชน,F2,40,0,0,0,0,0,1,0.517,3069,8844,1587,80609,NULL,NULL,NULL
7,กาฬสินธุ์,11079,โรงพยาบาลร่องคํา,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5254,2053,6109,1078,57901,NULL,NULL,NULL
7,กาฬสินธุ์,11083,โรงพยาบาลสหัสขันธ์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.4933,3523,8655,1738,74128,NULL,NULL,NULL
7,กาฬสินธุ์,11086,โรงพยาบาลหนองกุงศรี,โรงพยาบาลชุมชน,F2,68,0,0,0,0,0,1,0.519,7034,18699,3650,124794,NULL,NULL,NULL
7,กาฬสินธุ์,11088,โรงพยาบาลห้วยผึ้ง,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,1,0.5577,2195,7850,1217,73494,NULL,NULL,NULL
7,กาฬสินธุ์,11082,โรงพยาบาลห้วยเม็ก,โรงพยาบาลชุมชน,F2,58,0,0,0,0,0,1,0.6627,2992,8824,1983,87589,NULL,NULL,NULL
7,กาฬสินธุ์,28789,โรงพยาบาลฆ้องชัย,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,58008,NULL,NULL,NULL
7,กาฬสินธุ์,28790,โรงพยาบาลดอนจาน,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,52110,NULL,NULL,NULL
7,กาฬสินธุ์,28017,โรงพยาบาลนาคู,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,0.5405,2659,4999,1387,77416,NULL,NULL,NULL
7,กาฬสินธุ์,28791,โรงพยาบาลสามชัย,โรงพยาบาลชุมชน,F3,30,0,0,0,0,0,0,NULL,NULL,NULL,NULL,61302,NULL,NULL,NULL
7,ขอนแก่น,10670,โรงพยาบาลขอนแก่น,โรงพยาบาลศูนย์,A,1000,59,32,12,0,103,25,1.9811,82327,402650,163095,941325,NULL,NULL,NULL
7,ขอนแก่น,10998,โรงพยาบาลชุมแพ,โรงพยาบาลทั่วไป,M1,224,10,4,0,0,14,9,1.0641,24449,85792,26017,333710,NULL,NULL,NULL
7,ขอนแก่น,12275,โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ),โรงพยาบาลทั่วไป,M1,120,6,2,0,0,8,4,0.9429,9976,33788,9407,141088,NULL,NULL,NULL
7,ขอนแก่น,11002,โรงพยาบาลบ้านไผ่,โรงพยาบาลชุมชน,M2,121,0,0,0,2,2,2,0.7583,10291,32090,7804,171365,NULL,NULL,NULL
7,ขอนแก่น,11004,โรงพยาบาลพล,โรงพยาบาลชุมชน,M2,81,0,0,0,0,0,2,0.7219,8811,26277,6361,204259,NULL,NULL,NULL
7,ขอนแก่น,11445,โรงพยาบาลสมเด็จพระยุพราชกระนวน,โรงพยาบาลชุมชน,M2,90,0,0,0,0,0,2,0.7299,12199,29674,8904,141394,NULL,NULL,NULL
7,ขอนแก่น,11000,โรงพยาบาลน้ำพอง,โรงพยาบาลชุมชน,F1,120,0,0,0,0,0,2,0.6561,10728,34712,7039,215637,NULL,NULL,NULL
7,ขอนแก่น,11008,โรงพยาบาลภูเวียง,โรงพยาบาลชุมชน,F1,70,0,0,0,0,0,1,0.5889,7292,25611,4294,108550,NULL,NULL,NULL
